ID,userID,resultId,TaskPage,Answer,QueryLanguage,In,Out
587,3545,2189,2,0,Chinese,45:42.4,45:42.4
588,3545,3269,3,0,Chinese,45:58.0,45:58.0
589,3545,2190,4,1,Chinese,46:00.1,46:00.1
590,3545,3270,5,0,Chinese,46:07.5,46:07.5
591,3545,3538,0,0,English,46:22.8,46:22.8
592,3545,3539,1,0,English,46:57.4,46:57.4
593,3545,3540,2,0,English,47:02.8,47:02.8
594,3545,3541,3,1,English,47:08.6,47:08.6
595,3545,3542,4,0,English,47:24.5,47:24.5
596,3545,3543,5,0,English,47:30.7,47:30.7
597,3545,2158,0,0,Chinese,48:00.3,48:00.3
598,3545,2159,1,0,Chinese,48:00.9,48:00.9
599,3545,2160,2,0,Chinese,48:01.4,48:01.4
600,3545,3238,3,1,Chinese,48:03.9,48:03.9
601,3545,3240,5,0,Chinese,48:32.0,48:32.0
602,3545,3239,4,0,Chinese,48:32.5,48:32.5
603,3545,2488,0,0,English,48:44.3,48:44.3
604,3545,2489,1,0,English,48:45.2,48:45.2
605,3545,2490,2,0,English,48:59.9,48:59.9
606,3545,2491,3,1,English,49:05.2,49:05.2
607,3545,2492,4,1,English,49:07.8,49:07.8
608,3545,2493,5,0,English,49:09.1,49:09.1
609,3545,4107,0,0,Chinese,49:17.8,49:17.8
610,3545,4108,1,0,Chinese,49:19.1,49:19.1
611,3545,4109,2,0,Chinese,49:19.9,49:19.9
612,3545,3028,3,0,Chinese,49:20.6,49:20.6
613,3545,3029,4,0,Chinese,49:24.9,49:24.9
614,3545,3030,5,0,Chinese,49:25.5,49:25.5
615,3545,2518,0,0,English,49:30.3,49:30.3
616,3545,3598,1,0,English,49:34.9,49:34.9
617,3545,2519,2,0,English,49:35.9,49:35.9
618,3545,3599,3,1,English,49:40.6,49:40.6
619,3545,2520,4,0,English,49:42.6,49:42.6
620,3545,3600,5,0,English,49:51.1,49:51.1
621,3545,4077,0,0,Chinese,50:50.1,50:50.1
622,3545,4078,1,0,Chinese,50:52.7,50:52.7
623,3545,4079,2,1,Chinese,50:53.5,50:53.5
624,3545,4080,3,0,Chinese,50:54.4,50:54.4
625,3545,4081,4,1,Chinese,51:02.9,51:02.9
626,3545,4082,5,0,Chinese,51:12.4,51:12.4
627,3545,2548,0,0,English,51:24.8,51:24.8
628,3545,2549,1,0,English,51:25.7,51:25.7
629,3545,2550,2,0,English,51:40.4,51:40.4
630,3545,3628,3,0,English,51:41.4,51:41.4
631,3545,3629,4,0,English,51:44.1,51:44.1
632,3545,3630,5,0,English,51:46.3,51:46.3
633,3545,2968,0,0,Chinese,52:14.3,52:14.3
634,3545,2969,1,1,Chinese,52:26.5,52:26.5
635,3545,2970,2,0,Chinese,52:34.7,52:34.7
636,3545,2971,3,1,Chinese,52:35.4,52:35.4
637,3545,2972,4,1,Chinese,52:42.1,52:42.1
638,3545,2973,5,1,Chinese,52:42.7,52:42.7
639,3545,3658,0,0,English,53:08.2,53:08.2
640,3545,3659,1,0,English,53:08.8,53:08.8
641,3545,3660,2,0,English,53:10.2,53:10.2
642,3545,2578,3,0,English,53:16.5,53:16.5
643,3545,2579,4,0,English,53:17.4,53:17.4
644,3545,2580,5,0,English,53:23.4,53:23.4
645,3545,2938,0,0,Chinese,53:32.3,53:32.3
646,3545,4017,1,1,Chinese,53:51.6,53:51.6
647,3545,2939,2,0,Chinese,53:54.3,53:54.3
648,3545,4018,3,0,Chinese,54:04.6,54:04.6
649,3545,2940,4,0,Chinese,54:07.6,54:07.6
650,3545,4019,5,0,Chinese,54:10.0,54:10.0
651,3545,3688,0,0,English,54:16.2,54:16.2
652,3545,3689,1,0,English,54:17.2,54:17.2
653,3545,3690,2,0,English,54:21.8,54:21.8
654,3545,3691,3,0,English,54:24.0,54:24.0
655,3545,3692,4,0,English,54:25.2,54:25.2
656,3545,3693,5,0,English,54:26.1,54:26.1
657,3545,2908,0,0,Chinese,54:38.7,54:38.7
658,3545,2909,1,0,Chinese,54:43.0,54:43.0
659,3545,2910,2,1,Chinese,54:47.7,54:47.7
660,3545,3988,3,0,Chinese,54:51.1,54:51.1
661,3545,3989,4,0,Chinese,54:53.9,54:53.9
662,3545,3990,5,1,Chinese,54:58.5,54:58.5
663,3545,2638,0,0,English,55:19.7,55:19.7
664,3545,2639,1,0,English,55:29.7,55:29.7
665,3545,2640,2,0,English,55:30.2,55:30.2
666,3545,2641,3,0,English,55:31.9,55:31.9
667,3545,2642,4,1,English,55:37.1,55:37.1
668,3545,2643,5,0,English,55:38.3,55:38.3
669,3545,3958,0,0,Chinese,55:51.5,55:51.5
670,3545,3959,1,0,Chinese,55:52.2,55:52.2
671,3545,3960,2,0,Chinese,55:56.5,55:56.5
672,3545,2878,3,0,Chinese,55:57.7,55:57.7
673,3545,2879,4,1,Chinese,55:59.7,55:59.7
674,3545,2880,5,0,Chinese,56:01.7,56:01.7
675,3545,2668,0,1,English,57:10.2,57:10.2
676,3545,3748,1,0,English,57:11.7,57:11.7
677,3545,2669,2,0,English,57:16.7,57:16.7
678,3545,3749,3,0,English,57:17.3,57:17.3
679,3545,2670,4,0,English,57:22.4,57:22.4
680,3545,3750,5,0,English,57:24.2,57:24.2
681,3545,3928,0,0,Chinese,58:06.8,58:06.8
682,3545,3929,1,0,Chinese,58:22.2,58:22.2
683,3545,3930,2,0,Chinese,58:28.9,58:28.9
684,3545,3931,3,0,Chinese,58:31.5,58:31.5
685,3545,3932,4,0,Chinese,58:33.2,58:33.2
686,3545,3933,5,0,Chinese,58:34.0,58:34.0
687,3545,2698,0,0,English,58:40.4,58:40.4
688,3545,2699,1,0,English,58:53.4,58:53.4
689,3545,2700,2,1,English,58:55.3,58:55.3
690,3545,3778,3,0,English,59:04.8,59:04.8
691,3545,3779,4,0,English,59:18.9,59:18.9
692,3545,3780,5,0,English,59:19.4,59:19.4
693,3545,2818,0,1,Chinese,59:32.3,59:32.3
694,3545,2819,1,1,Chinese,59:32.9,59:32.9
695,3545,2820,2,1,Chinese,59:40.8,59:40.8
696,3545,2821,3,0,Chinese,59:41.7,59:41.7
697,3545,2822,4,1,Chinese,59:42.8,59:42.8
698,3545,2823,5,0,Chinese,59:45.6,59:45.6
699,3545,3808,0,0,English,00:09.1,00:09.1
700,3545,3809,1,1,English,00:26.0,00:26.0
701,3545,3810,2,0,English,00:29.2,00:29.2
702,3545,2728,3,0,English,00:32.9,00:32.9
703,3545,2729,4,1,English,00:35.5,00:35.5
704,3545,2730,5,1,English,00:36.6,00:36.6
705,3545,2788,0,0,Chinese,00:46.7,00:46.7
706,3545,3868,1,0,Chinese,00:48.1,00:48.1
707,3545,2789,2,1,Chinese,00:50.5,00:50.5
708,3545,3869,3,0,Chinese,00:52.4,00:52.4
709,3545,2790,4,0,Chinese,00:54.4,00:54.4
710,3545,3870,5,0,Chinese,00:55.1,00:55.1
711,3545,3838,0,0,English,01:06.8,01:06.8
712,3545,3839,1,1,English,01:27.1,01:27.1
713,3545,3840,2,0,English,01:29.1,01:29.1
714,3545,3841,3,0,English,01:29.9,01:29.9
715,3545,3842,4,0,English,01:30.5,01:30.5
716,3545,3843,5,0,English,01:31.1,01:31.1
719,5890,301,0,0,Spanish,12:00.9,12:00.9
720,5890,302,1,0,Spanish,12:06.4,12:06.4
721,5890,303,2,0,Spanish,12:14.0,12:14.0
722,5890,1380,3,0,Spanish,12:53.0,12:53.0
723,5890,1381,4,0,Spanish,12:58.0,12:58.0
724,5890,1382,5,0,Spanish,12:59.3,12:59.3
725,5890,331,0,0,English,13:09.7,13:09.7
726,5890,332,1,0,English,13:12.1,13:12.1
727,5890,333,2,0,English,13:14.2,13:14.2
728,5890,334,3,1,English,13:22.1,13:22.1
729,5890,335,4,1,English,13:29.9,13:29.9
730,5890,336,5,1,English,13:38.5,13:38.5
731,5890,1350,0,0,Spanish,13:46.1,13:46.1
732,5890,1351,1,0,Spanish,13:54.6,13:54.6
733,5890,1352,2,0,Spanish,14:01.1,14:01.1
734,5890,271,3,0,Spanish,14:03.2,14:03.2
735,5890,272,4,0,Spanish,14:12.7,14:12.7
736,5890,273,5,0,Spanish,14:26.3,14:26.3
737,5890,361,0,0,English,14:40.4,14:40.4
738,5890,1440,1,0,English,14:42.6,14:42.6
739,5890,362,2,1,English,14:52.7,14:52.7
740,5890,1441,3,1,English,14:55.9,14:55.9
741,5890,363,4,0,English,15:00.5,15:00.5
742,5890,1442,5,0,English,15:07.1,15:07.1
743,5890,1320,0,0,Spanish,15:23.7,15:23.7
744,5890,1321,1,0,Spanish,15:25.5,15:25.5
745,5890,1322,2,0,Spanish,15:27.7,15:27.7
746,5890,1323,3,0,Spanish,15:29.2,15:29.2
747,5890,1324,4,0,Spanish,15:30.8,15:30.8
748,5890,1325,5,0,Spanish,15:34.4,15:34.4
749,5890,391,0,0,English,15:48.7,15:48.7
750,5890,392,1,0,English,15:52.5,15:52.5
751,5890,393,2,1,English,16:01.3,16:01.3
752,5890,1470,3,0,English,16:02.8,16:02.8
753,5890,1471,4,0,English,16:04.0,16:04.0
754,5890,1472,5,0,English,16:06.2,16:06.2
755,5890,211,0,0,Spanish,16:15.3,16:15.3
756,5890,212,1,0,Spanish,16:29.5,16:29.5
757,5890,213,2,1,Spanish,16:35.5,16:35.5
758,5890,214,3,1,Spanish,16:46.1,16:46.1
759,5890,215,4,1,Spanish,16:48.7,16:48.7
760,5890,216,5,1,Spanish,16:52.9,16:52.9
761,5890,1500,0,0,English,16:59.3,16:59.3
762,5890,1501,1,0,English,17:00.4,17:00.4
763,5890,1502,2,0,English,17:03.3,17:03.3
764,5890,421,3,0,English,17:07.9,17:07.9
765,5890,422,4,0,English,17:10.3,17:10.3
766,5890,423,5,1,English,17:12.9,17:12.9
767,5890,181,0,0,Spanish,17:37.1,17:37.1
768,5890,1260,1,0,Spanish,17:38.9,17:38.9
769,5890,182,2,0,Spanish,17:54.9,17:54.9
770,5890,1261,3,0,Spanish,17:56.5,17:56.5
771,5890,183,4,0,Spanish,17:57.9,17:57.9
772,5890,1262,5,0,Spanish,18:02.0,18:02.0
773,5890,1530,0,0,English,18:07.6,18:07.6
774,5890,1531,1,0,English,18:08.9,18:08.9
775,5890,1532,2,0,English,18:10.1,18:10.1
776,5890,1533,3,0,English,18:12.1,18:12.1
777,5890,1534,4,0,English,18:14.1,18:14.1
778,5890,1535,5,0,English,18:17.4,18:17.4
779,5890,151,0,0,Spanish,18:52.7,18:52.7
780,5890,152,1,0,Spanish,19:03.0,19:03.0
781,5890,153,2,0,Spanish,19:19.8,19:19.8
782,5890,1230,3,0,Spanish,19:28.3,19:28.3
783,5890,1231,4,0,Spanish,19:38.3,19:38.3
784,5890,1232,5,0,Spanish,19:49.6,19:49.6
785,5890,481,0,0,English,20:06.4,20:06.4
786,5890,482,1,0,English,20:09.3,20:09.3
787,5890,483,2,0,English,20:15.5,20:15.5
788,5890,484,3,0,English,20:19.1,20:19.1
789,5890,485,4,0,English,20:22.6,20:22.6
790,5890,486,5,0,English,20:29.8,20:29.8
791,5890,1200,0,0,Spanish,21:00.6,21:00.6
792,5890,1201,1,0,Spanish,21:01.9,21:01.9
793,5890,1202,2,1,Spanish,21:09.4,21:09.4
794,5890,121,3,0,Spanish,21:15.7,21:15.7
795,5890,122,4,1,Spanish,21:20.6,21:20.6
796,5890,123,5,1,Spanish,21:23.1,21:23.1
797,5890,511,0,0,English,21:41.8,21:41.8
798,5890,1590,1,0,English,21:48.5,21:48.5
799,5890,512,2,0,English,21:50.3,21:50.3
800,5890,1591,3,0,English,22:01.4,22:01.4
801,5890,513,4,1,English,22:06.0,22:06.0
802,5890,1592,5,0,English,22:12.1,22:12.1
803,5890,1170,0,0,Spanish,22:38.4,22:38.4
804,5890,1171,1,0,Spanish,22:42.7,22:42.7
805,5890,1172,2,0,Spanish,22:50.6,22:50.6
806,5890,1173,3,0,Spanish,22:55.9,22:55.9
807,5890,1174,4,0,Spanish,23:04.3,23:04.3
808,5890,1175,5,0,Spanish,23:12.7,23:12.7
809,5890,541,0,0,English,23:18.1,23:18.1
810,5890,542,1,1,English,23:39.7,23:39.7
811,5890,1621,4,0,English,23:49.2,23:49.2
812,5890,1622,5,0,English,23:51.3,23:51.3
813,5890,1620,3,0,English,23:53.1,23:53.1
814,5890,543,2,1,English,23:54.0,23:54.0
815,5890,61,0,0,Spanish,24:11.2,24:11.2
816,5890,62,1,0,Spanish,24:16.2,24:16.2
817,5890,63,2,0,Spanish,24:24.5,24:24.5
818,5890,64,3,0,Spanish,24:29.3,24:29.3
819,5890,65,4,0,Spanish,24:36.6,24:36.6
820,5890,66,5,0,Spanish,24:40.1,24:40.1
821,5890,1650,0,0,English,24:48.4,24:48.4
822,5890,1651,1,0,English,24:54.5,24:54.5
823,5890,1652,2,0,English,25:01.9,25:01.9
824,5890,570,3,0,English,25:14.5,25:14.5
825,5890,571,4,0,English,25:20.8,25:20.8
826,5890,572,5,0,English,25:28.3,25:28.3
827,5890,31,0,0,Spanish,25:43.5,25:43.5
828,5890,1110,1,0,Spanish,25:50.0,25:50.0
829,5890,32,2,0,Spanish,25:57.5,25:57.5
830,5890,1111,3,0,Spanish,26:09.1,26:09.1
831,5890,33,4,0,Spanish,26:20.8,26:20.8
832,5890,1112,5,0,Spanish,26:33.4,26:33.4
833,5890,1680,0,0,English,26:39.5,26:39.5
834,5890,1681,1,0,English,26:42.8,26:42.8
835,5890,1682,2,0,English,26:46.0,26:46.0
836,5890,1683,3,0,English,26:49.2,26:49.2
837,5890,1684,4,0,English,26:54.8,26:54.8
838,5890,1685,5,0,English,26:59.4,26:59.4
839,5890,1,0,0,Spanish,27:39.9,27:39.9
840,5890,2,1,0,Spanish,27:52.1,27:52.1
841,5890,3,2,1,Spanish,27:57.1,27:57.1
842,5890,1080,3,0,Spanish,28:08.6,28:08.6
843,5890,1081,4,1,Spanish,28:14.8,28:14.8
844,5890,1082,5,0,Spanish,28:16.1,28:16.1
845,5890,630,0,0,English,28:28.5,28:28.5
846,5890,631,1,0,English,28:36.0,28:36.0
847,5890,632,2,0,English,28:42.9,28:42.9
848,5890,633,3,0,English,28:48.7,28:48.7
849,5890,634,4,0,English,28:56.6,28:56.6
850,5890,635,5,1,English,29:00.7,29:00.7
851,5890,1949,0,0,Spanish,29:17.3,29:17.3
852,5890,1950,1,0,Spanish,29:19.9,29:19.9
853,5890,1951,2,0,Spanish,29:24.2,29:24.2
854,5890,870,3,0,Spanish,29:26.9,29:26.9
855,5890,871,4,0,Spanish,29:29.6,29:29.6
856,5890,872,5,0,Spanish,29:31.0,29:31.0
857,5890,660,0,0,English,29:39.1,29:39.1
858,5890,1740,1,0,English,29:41.9,29:41.9
859,5890,661,2,0,English,29:47.5,29:47.5
860,5890,1741,3,0,English,29:50.8,29:50.8
861,5890,662,4,0,English,29:54.5,29:54.5
862,5890,1742,5,1,English,30:03.4,30:03.4
863,5890,1919,0,0,Spanish,30:35.5,30:35.5
864,5890,1920,1,0,Spanish,30:38.9,30:38.9
865,5890,1921,2,0,Spanish,30:46.9,30:46.9
866,5890,1922,3,0,Spanish,30:49.1,30:49.1
867,5890,1923,4,1,Spanish,30:57.1,30:57.1
868,5890,1924,5,0,Spanish,31:10.1,31:10.1
869,5890,690,0,1,English,31:40.4,31:40.4
870,5890,691,1,0,English,31:42.5,31:42.5
871,5890,692,2,0,English,31:43.8,31:43.8
872,5890,1770,3,0,English,31:47.7,31:47.7
873,5890,1771,4,0,English,31:50.2,31:50.2
874,5890,1772,5,0,English,31:51.2,31:51.2
875,5890,810,0,0,Spanish,32:26.0,32:26.0
876,5890,811,1,0,Spanish,32:35.3,32:35.3
877,5890,812,2,0,Spanish,32:39.8,32:39.8
878,5890,813,3,0,Spanish,32:41.3,32:41.3
879,5890,814,4,0,Spanish,32:48.0,32:48.0
880,5890,815,5,1,Spanish,33:07.5,33:07.5
881,5890,1800,0,0,English,33:18.2,33:18.2
882,5890,1801,1,0,English,33:21.0,33:21.0
883,5890,1802,2,0,English,33:26.3,33:26.3
884,5890,720,3,0,English,33:36.1,33:36.1
885,5890,721,4,0,English,33:43.5,33:43.5
886,5890,722,5,0,English,33:51.0,33:51.0
887,5890,780,0,0,Spanish,34:09.9,34:09.9
888,5890,1859,1,0,Spanish,34:12.5,34:12.5
889,5890,781,2,0,Spanish,34:19.9,34:19.9
890,5890,1860,3,0,Spanish,34:21.8,34:21.8
891,5890,782,4,0,Spanish,34:29.2,34:29.2
892,5890,1861,5,0,Spanish,34:33.6,34:33.6
893,5890,1830,0,0,English,34:38.2,34:38.2
894,5890,1831,1,0,English,34:41.9,34:41.9
895,5890,1832,2,1,English,34:48.8,34:48.8
896,5890,1833,3,0,English,34:51.4,34:51.4
897,5890,1834,4,0,English,34:54.6,34:54.6
898,5890,1835,5,0,English,34:56.8,34:56.8
905,2128,1919,0,1,Spanish,25:21.5,25:21.5
906,2128,1920,1,0,Spanish,25:31.3,25:31.3
907,2128,1921,2,1,Spanish,25:35.7,25:35.7
908,2128,840,3,0,Spanish,25:45.6,25:45.6
909,2128,842,5,0,Spanish,25:52.8,25:52.8
910,2128,841,4,0,Spanish,25:54.2,25:54.2
911,2128,1949,0,0,English,26:02.5,26:02.5
912,2128,1950,1,0,English,26:05.9,26:05.9
913,2128,1951,2,0,English,26:07.5,26:07.5
914,2128,1952,3,0,English,26:10.2,26:10.2
915,2128,1953,4,0,English,26:13.3,26:13.3
916,2128,1954,5,0,English,26:14.5,26:14.5
917,2128,810,0,1,Spanish,26:27.5,26:27.5
918,2128,1889,1,0,Spanish,26:28.2,26:28.2
919,2128,811,2,1,Spanish,26:30.7,26:30.7
920,2128,1890,3,0,Spanish,26:31.6,26:31.6
921,2128,812,4,0,Spanish,26:33.5,26:33.5
922,2128,1891,5,0,Spanish,26:35.7,26:35.7
923,2128,1,0,0,English,26:51.0,26:51.0
924,2128,2,1,1,English,26:57.8,26:57.8
925,2128,3,2,1,English,26:59.2,26:59.2
926,2128,4,3,0,English,27:02.2,27:02.2
927,2128,5,4,1,English,27:03.2,27:03.2
928,2128,6,5,0,English,27:04.9,27:04.9
929,2128,780,0,0,Spanish,27:23.9,27:23.9
930,2128,781,1,0,Spanish,27:26.4,27:26.4
931,2128,782,2,0,Spanish,27:33.9,27:33.9
932,2128,1859,3,0,Spanish,27:37.9,27:37.9
933,2128,1860,4,0,Spanish,27:43.2,27:43.2
934,2128,1861,5,0,Spanish,27:44.2,27:44.2
935,2128,1110,0,1,English,27:57.2,27:57.2
936,2128,1111,1,1,English,27:59.4,27:59.4
937,2128,1112,2,0,English,28:01.5,28:01.5
938,2128,31,3,0,English,28:07.0,28:07.0
939,2128,32,4,0,English,28:10.7,28:10.7
940,2128,33,5,0,English,28:11.9,28:11.9
941,2128,1830,0,0,Spanish,28:22.9,28:22.9
942,2128,1831,1,0,Spanish,28:24.0,28:24.0
943,2128,1832,2,1,Spanish,28:26.7,28:26.7
944,2128,1833,3,0,Spanish,28:28.3,28:28.3
945,2128,1834,4,0,Spanish,28:29.7,28:29.7
946,2128,1835,5,0,Spanish,28:31.5,28:31.5
947,2128,61,0,0,English,28:40.9,28:40.9
948,2128,1140,1,0,English,28:42.5,28:42.5
949,2128,62,2,0,English,28:43.5,28:43.5
950,2128,1141,3,0,English,28:44.2,28:44.2
951,2128,63,4,0,English,28:45.7,28:45.7
952,2128,1142,5,0,English,28:49.3,28:49.3
953,2128,720,0,0,Spanish,29:11.3,29:11.3
954,2128,721,1,0,Spanish,29:13.9,29:13.9
955,2128,722,2,1,Spanish,29:16.2,29:16.2
956,2128,723,3,0,Spanish,29:16.8,29:16.8
957,2128,724,4,0,Spanish,29:19.4,29:19.4
958,2128,725,5,0,Spanish,29:20.3,29:20.3
959,2128,91,0,0,English,29:30.4,29:30.4
960,2128,92,1,0,English,29:31.4,29:31.4
961,2128,93,2,0,English,29:32.3,29:32.3
962,2128,1170,3,0,English,29:34.0,29:34.0
963,2128,1171,4,0,English,29:34.9,29:34.9
964,2128,1172,5,0,English,29:36.0,29:36.0
965,2128,1770,0,0,Spanish,29:46.4,29:46.4
966,2128,1771,1,0,Spanish,29:47.2,29:47.2
967,2128,1772,2,0,Spanish,29:49.2,29:49.2
968,2128,690,3,0,Spanish,29:51.4,29:51.4
969,2128,691,4,0,Spanish,29:56.3,29:56.3
970,2128,692,5,0,Spanish,29:59.4,29:59.4
971,2128,1200,0,0,English,30:20.3,30:20.3
972,2128,1201,1,0,English,30:21.7,30:21.7
973,2128,1202,2,0,English,30:23.6,30:23.6
974,2128,1203,3,1,English,30:28.4,30:28.4
975,2128,1204,4,0,English,30:29.5,30:29.5
976,2128,1205,5,1,English,30:31.1,30:31.1
977,2128,660,0,0,Spanish,30:38.3,30:38.3
978,2128,1740,1,0,Spanish,30:39.3,30:39.3
979,2128,661,2,0,Spanish,30:40.1,30:40.1
980,2128,1741,3,0,Spanish,30:42.5,30:42.5
981,2128,662,4,0,Spanish,30:49.9,30:49.9
982,2128,1742,5,0,Spanish,30:56.0,30:56.0
983,2128,151,0,1,English,31:15.9,31:15.9
984,2128,152,1,0,English,31:16.6,31:16.6
985,2128,153,2,1,English,31:18.5,31:18.5
986,2128,154,3,0,English,31:19.8,31:19.8
987,2128,155,4,0,English,31:22.1,31:22.1
988,2128,156,5,0,English,31:23.3,31:23.3
989,2128,630,0,0,Spanish,31:31.9,31:31.9
990,2128,631,1,0,Spanish,31:33.7,31:33.7
991,2128,632,2,1,Spanish,31:39.6,31:39.6
992,2128,1710,3,0,Spanish,31:40.5,31:40.5
993,2128,1711,4,0,Spanish,31:42.5,31:42.5
994,2128,1712,5,0,Spanish,31:43.4,31:43.4
995,2128,1262,2,0,English,32:14.0,32:14.0
996,2128,1260,0,1,English,32:17.0,32:17.0
997,2128,1261,1,1,English,32:18.5,32:18.5
998,2128,181,3,0,English,32:25.4,32:25.4
999,2128,182,4,0,English,32:26.3,32:26.3
1000,2128,183,5,0,English,32:27.5,32:27.5
1001,2128,1680,0,0,Spanish,32:40.3,32:40.3
1002,2128,1681,1,0,Spanish,32:42.6,32:42.6
1003,2128,1682,2,0,Spanish,32:43.4,32:43.4
1004,2128,1683,3,0,Spanish,32:44.1,32:44.1
1005,2128,1684,4,0,Spanish,32:45.3,32:45.3
1006,2128,1685,5,0,Spanish,32:45.9,32:45.9
1007,2128,211,0,1,English,32:57.0,32:57.0
1008,2128,1290,1,1,English,33:05.7,33:05.7
1009,2128,212,2,0,English,33:07.5,33:07.5
1010,2128,1291,3,0,English,33:10.1,33:10.1
1011,2128,213,4,1,English,33:17.6,33:17.6
1012,2128,1292,5,0,English,33:18.6,33:18.6
1013,2128,570,0,0,Spanish,33:26.7,33:26.7
1014,2128,571,1,0,Spanish,33:28.7,33:28.7
1015,2128,572,2,0,Spanish,33:30.5,33:30.5
1016,2128,573,3,0,Spanish,33:33.0,33:33.0
1017,2128,574,4,0,Spanish,33:37.5,33:37.5
1018,2128,575,5,0,Spanish,33:41.0,33:41.0
1019,2128,241,0,0,English,33:47.5,33:47.5
1020,2128,242,1,0,English,33:48.4,33:48.4
1021,2128,243,2,0,English,33:49.1,33:49.1
1022,2128,1320,3,0,English,33:50.0,33:50.0
1023,2128,1321,4,0,English,33:51.4,33:51.4
1024,2128,1322,5,0,English,33:53.0,33:53.0
1025,2128,1620,0,0,Spanish,34:06.0,34:06.0
1026,2128,1621,1,0,Spanish,34:06.5,34:06.5
1027,2128,1622,2,0,Spanish,34:07.3,34:07.3
1028,2128,541,3,0,Spanish,34:07.8,34:07.8
1029,2128,542,4,0,Spanish,34:08.4,34:08.4
1030,2128,543,5,0,Spanish,34:09.6,34:09.6
1031,2128,1350,0,0,English,34:15.3,34:15.3
1032,2128,1351,1,0,English,34:17.3,34:17.3
1033,2128,1352,2,0,English,34:18.5,34:18.5
1034,2128,1353,3,1,English,34:25.5,34:25.5
1035,2128,1354,4,1,English,34:29.1,34:29.1
1036,2128,1355,5,0,English,34:30.1,34:30.1
1037,2128,511,0,1,Spanish,34:55.2,34:55.2
1038,2128,1590,1,0,Spanish,34:58.5,34:58.5
1039,2128,512,2,0,Spanish,35:00.0,35:00.0
1040,2128,1591,3,0,Spanish,35:01.3,35:01.3
1041,2128,513,4,1,Spanish,35:05.0,35:05.0
1042,2128,1592,5,1,Spanish,35:05.8,35:05.8
1043,2128,301,0,0,English,35:12.6,35:12.6
1044,2128,302,1,0,English,35:15.3,35:15.3
1045,2128,303,2,0,English,35:17.3,35:17.3
1046,2128,304,3,1,English,35:19.4,35:19.4
1047,2128,305,4,0,English,35:22.4,35:22.4
1048,2128,306,5,0,English,35:25.5,35:25.5
1049,2128,481,0,0,Spanish,35:50.3,35:50.3
1050,2128,482,1,0,Spanish,35:51.6,35:51.6
1051,2128,483,2,0,Spanish,35:52.4,35:52.4
1052,2128,1560,3,0,Spanish,35:53.7,35:53.7
1053,2128,1561,4,0,Spanish,35:55.0,35:55.0
1054,2128,1562,5,0,Spanish,35:56.3,35:56.3
